gene_name	gene_id	FTP_URL
AGK	ENSG00000006530	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006530_id.parquet
ALDH3B1	ENSG00000006534	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006534_id.parquet
TTC22	ENSG00000006555	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006555_id.parquet
PHTF2	ENSG00000006576	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006576_id.parquet
FARP2	ENSG00000006607	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006607_id.parquet
GGCT	ENSG00000006625	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006625_id.parquet
DBF4	ENSG00000006634	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006634_id.parquet
TBXA2R	ENSG00000006638	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006638_id.parquet
IFRD1	ENSG00000006652	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006652_id.parquet
LGALS14	ENSG00000006659	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006659_id.parquet
COX10	ENSG00000006695	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006695_id.parquet
GTF2IRD1	ENSG00000006704	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006704_id.parquet
PAF1	ENSG00000006712	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006712_id.parquet
VPS41	ENSG00000006715	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006715_id.parquet
ARHGAP44	ENSG00000006740	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006740_id.parquet
ELAC2	ENSG00000006744	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006744_id.parquet
SCIN	ENSG00000006747	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006747_id.parquet
ADIPOR2	ENSG00000006831	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006831_id.parquet
CDKL3	ENSG00000006837	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000006837_id.parquet
PRSS21	ENSG00000007038	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007038_id.parquet
MARK4	ENSG00000007047	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007047_id.parquet
CCDC124	ENSG00000007080	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007080_id.parquet
CEACAM21	ENSG00000007129	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007129_id.parquet
PAFAH1B1	ENSG00000007168	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007168_id.parquet
KIAA0100	ENSG00000007202	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007202_id.parquet
GAS7	ENSG00000007237	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007237_id.parquet
TRAPPC6A	ENSG00000007255	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007255_id.parquet
MATK	ENSG00000007264	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007264_id.parquet
CD79B	ENSG00000007312	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007312_id.parquet
SCN4A	ENSG00000007314	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007314_id.parquet
ST7L	ENSG00000007341	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007341_id.parquet
RPUSD1	ENSG00000007376	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007376_id.parquet
RHBDF1	ENSG00000007384	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007384_id.parquet
LUC7L	ENSG00000007392	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007392_id.parquet
CACNA2D2	ENSG00000007402	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007402_id.parquet
BAIAP3	ENSG00000007516	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007516_id.parquet
TSR3	ENSG00000007520	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007520_id.parquet
PIGQ	ENSG00000007541	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007541_id.parquet
CRAMP1	ENSG00000007545	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007545_id.parquet
TEAD3	ENSG00000007866	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007866_id.parquet
DNAJC11	ENSG00000007923	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007923_id.parquet
MYLIP	ENSG00000007944	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007944_id.parquet
E2F2	ENSG00000007968	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000007968_id.parquet
PSMB1	ENSG00000008018	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008018_id.parquet
JARID2	ENSG00000008083	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008083_id.parquet
CAMK1G	ENSG00000008118	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008118_id.parquet
CDK11A	ENSG00000008128	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008128_id.parquet
NADK	ENSG00000008130	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008130_id.parquet
DLEC1	ENSG00000008226	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008226_id.parquet
CYTH3	ENSG00000008256	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008256_id.parquet
ADAM22	ENSG00000008277	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008277_id.parquet
SYPL1	ENSG00000008282	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008282_id.parquet
CYB561	ENSG00000008283	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008283_id.parquet
SPAG9	ENSG00000008294	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008294_id.parquet
CELSR3	ENSG00000008300	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008300_id.parquet
AASS	ENSG00000008311	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008311_id.parquet
PLEKHG6	ENSG00000008323	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008323_id.parquet
SS18L2	ENSG00000008324	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008324_id.parquet
MPND	ENSG00000008382	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008382_id.parquet
MGST1	ENSG00000008394	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008394_id.parquet
CRY1	ENSG00000008405	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008405_id.parquet
PGLYRP1	ENSG00000008438	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008438_id.parquet
NFIX	ENSG00000008441	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008441_id.parquet
ST3GAL1	ENSG00000008513	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008513_id.parquet
MMP25	ENSG00000008516	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008516_id.parquet
IL32	ENSG00000008517	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008517_id.parquet
PKD1	ENSG00000008710	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008710_id.parquet
MAPK8IP2	ENSG00000008735	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008735_id.parquet
MED24	ENSG00000008838	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008838_id.parquet
RHOBTB2	ENSG00000008853	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008853_id.parquet
HEATR5B	ENSG00000008869	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008869_id.parquet
SEC62	ENSG00000008952	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008952_id.parquet
RPS20	ENSG00000008988	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000008988_id.parquet
CSDE1	ENSG00000009307	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009307_id.parquet
UBE3C	ENSG00000009335	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009335_id.parquet
REV3L	ENSG00000009413	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009413_id.parquet
MASP2	ENSG00000009724	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009724_id.parquet
FAM76A	ENSG00000009780	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009780_id.parquet
TRAF3IP3	ENSG00000009790	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009790_id.parquet
POMT2	ENSG00000009830	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009830_id.parquet
VTA1	ENSG00000009844	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009844_id.parquet
BAZ1B	ENSG00000009954	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000009954_id.parquet
RANBP9	ENSG00000010017	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010017_id.parquet
ETV7	ENSG00000010030	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010030_id.parquet
SPRTN	ENSG00000010072	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010072_id.parquet
EEF1AKNMT	ENSG00000010165	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010165_id.parquet
DYRK4	ENSG00000010219	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010219_id.parquet
ZNF207	ENSG00000010244	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010244_id.parquet
UQCRC1	ENSG00000010256	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010256_id.parquet
STARD3NL	ENSG00000010270	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010270_id.parquet
CD9	ENSG00000010278	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010278_id.parquet
NCAPD2	ENSG00000010292	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010292_id.parquet
IFFO1	ENSG00000010295	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010295_id.parquet
GIPR	ENSG00000010310	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010310_id.parquet
PHF7	ENSG00000010318	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010318_id.parquet
NISCH	ENSG00000010322	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010322_id.parquet
FUZ	ENSG00000010361	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010361_id.parquet
PRSS3	ENSG00000010438	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010438_id.parquet
ZNF200	ENSG00000010539	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/imported/MetaLCL/Liang_2013_ALSPAC_CAP_eur_GENCORD_GEUVADIS_GTEx_TwinsUK_CoLausR2_naive_LCL_metaanalysis_ENSG00000010539_id.parquet
